event_date,disease,province,country,cases,trend_score,metric_type,source_type,source_name,source_url,raw_text,collected_at,confidence
1982-12-31,Sốt rét,,Vietnam,2921.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1981-12-31,Sốt rét,,Vietnam,2688.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1980-12-31,Sốt rét,,Vietnam,1730.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1979-12-31,Sốt rét,,Vietnam,1309.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1978-12-31,Sốt rét,,Vietnam,2446.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1977-12-31,Sốt rét,,Vietnam,2476.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1976-12-31,Sốt rét,,Vietnam,2199.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1975-12-31,Sốt rét,,Vietnam,738.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1974-12-31,Sốt rét,,Vietnam,418.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2026-04-24,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,40.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,93.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,92.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,97.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,52.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,61.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,50.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,89.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,78.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,48.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,66.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,59.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,56.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,54.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,35.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Sốt xuất huyết,,Vietnam,,71.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,90.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,71.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,63.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,65.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,57.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,56.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,70.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,44.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,55.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,48.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,51.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,50.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,49.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,60.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,96.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,75.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,84.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,64.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,85.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,39.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,69.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,65.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,53.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,68.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,88.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,90.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,67.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,55.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,63.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,65.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,100.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,77.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,82.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,84.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,64.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,76.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,72.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,62.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,54.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,73.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,71.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,78.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,69.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,83.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,49.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-28,Sốt xuất huyết,,Vietnam,,89.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,83.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,95.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,80.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,82.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,73.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,68.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,63.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,86.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,84.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,49.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,66.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,61.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,56.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,62.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,69.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,31.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-29,Sốt xuất huyết,,Vietnam,,53.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,97.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,91.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,78.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,62.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,71.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,56.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,44.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,65.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,39.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,68.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,55.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,58.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,57.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-30,Sốt xuất huyết,,Vietnam,,64.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,74.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,68.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,72.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,59.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,61.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,63.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,49.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,55.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,48.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,50.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,54.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,40.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,69.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,52.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-01-05,Sốt xuất huyết,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-24,Tay chân miệng,,Vietnam,,25.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-24,Tay chân miệng,,Vietnam,,49.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-24,Tay chân miệng,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-24,Tay chân miệng,,Vietnam,,36.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-24,Tay chân miệng,,Vietnam,,28.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-24,Tay chân miệng,,Vietnam,,75.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,92.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,67.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,73.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,59.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,52.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,48.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,54.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,57.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,55.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,61.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,69.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,63.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,64.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,49.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,50.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,32.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,38.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,42.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,43.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-25,Tay chân miệng,,Vietnam,,40.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,60.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,100.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,72.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,68.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,69.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,64.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,50.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,46.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,70.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,59.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,62.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,58.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,54.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,71.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,78.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,53.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,36.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,29.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,0.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-26,Tay chân miệng,,Vietnam,,45.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Tay chân miệng,,Vietnam,,86.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Tay chân miệng,,Vietnam,,83.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Tay chân miệng,,Vietnam,,87.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Tay chân miệng,,Vietnam,,80.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Tay chân miệng,,Vietnam,,72.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
2026-04-27,Tay chân miệng,,Vietnam,,64.0,search_interest,gtrends,Google Trends,https://trends.google.com/trends/,,2026-05-23 09:33:54,0.5
